Mode,Tray ID,Add Voltage(uV) :,SW Version,Measure Type,Num. of OCV measurement :,Test Time(S) :,OCV Lower Spec(mV) :,OCV Upper Spec(mV) :,Current Lower Spec(mA) :,Current Upper Spec(mA) :,Cell Temp_A(degC) :,Cell Temp_B(degC) :,Cell Temp_Average(degC) :,Plate Temp_A(degC) :,Plate Temp_B(degC) :,Plate Temp_Average(degC) :,Delta Temp(degC) :,Load Cell(ton) :,Rejudgement Spec.(mA) :,OCV_Measure_1st,OCV_Measure_2nd,OCV_Measure_3rd,OCV_Measure_4th,OCV_Measure_5th,Voltage Average(mV),Current Average(mA),Judge,Plate,,Time(s),0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,,Time(s),0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,262.327371,262.328548,262.322226,262.324271,262.326565,262.376588,-0.004666,A,1,,Slot_01(mA),7.815800,8.254805,0.879126,-3.694410,-2.166510,1.430206,1.655846,0.303497,-0.099182,0.164766,0.043268,0.011530,0.070915,0.628443,0.323334,-0.334120,-0.910120,0.341558,0.527525,-0.437145,0.155840,0.213366,0.359907,0.517731,-0.246468,-0.685225,0.099058,0.443344,0.059509,-0.499258,-0.180883,0.392141,0.218697,-0.526905,-0.091867,0.217829,0.466528,-0.149765,0.074635,0.139723,0.030746,-0.370197,-0.428219,0.125589,0.424128,-0.066080,-0.515995,-0.387678,0.414085,0.601912,-0.244980,-0.261097,0.182495,0.436773,-0.206547,-0.142078,-0.017357,-0.063229,-0.012274,-0.019960,-0.050211,-0.262957,-0.246096,0.107117,0.473471,0.372305,-0.434418,-0.508308,0.266676,0.638237,0.054922,,Slot_01(mV),262.376470,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590,262.376590
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,268.082724,268.084707,268.078322,268.079624,268.081794,268.131816,0.012266,A,2,,Slot_02(mA),8.032389,8.438911,1.016865,-3.817892,-2.175064,1.621628,1.709280,0.366354,-0.140095,0.100422,0.124846,-0.060625,0.154848,0.771265,0.455494,-0.206423,-1.101665,0.492191,0.572157,-0.355816,0.111580,0.285892,0.291100,0.611706,-0.188322,-0.654478,0.153484,0.463181,-0.026779,-0.332880,-0.033226,0.356188,0.162039,-0.658693,0.028267,0.322094,0.345650,-0.184851,-0.066080,0.374413,0.121870,-0.277958,-0.495291,0.209894,0.358295,0.057402,-0.552444,-0.428467,0.434914,0.557652,-0.049219,-0.363874,0.275974,0.296926,-0.053806,-0.032730,-0.094099,0.020456,-0.009794,-0.061617,0.162535,-0.503225,-0.208035,0.108356,0.582075,0.278330,-0.318747,-0.529881,0.155468,0.709400,0.139475,,Slot_02(mV),268.131690,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131760,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131820,268.131760,268.131820
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,269.071136,269.071941,269.066734,269.068284,269.070392,269.120418,0.019609,A,3,,Slot_03(mA),8.133183,8.264475,1.294823,-3.746977,-2.139730,1.486740,1.767550,0.412350,-0.121250,0.215721,0.070915,0.054922,0.093851,0.588770,0.479422,-0.280066,-0.924749,0.336971,0.614433,-0.086536,-0.124350,0.228863,0.374784,0.590258,-0.316887,-0.502853,0.100670,0.419540,-0.001612,-0.263700,-0.042648,0.372057,0.238905,-0.455370,-0.196505,0.326309,0.408630,-0.098066,0.095587,0.127325,0.101290,-0.270519,-0.326929,0.082321,0.481281,0.030499,-0.580339,-0.339575,0.509176,0.471611,-0.146914,-0.230970,0.147781,0.499382,-0.115175,-0.714111,0.512772,0.008430,-0.025291,-0.043392,-0.062857,-0.086660,-0.307093,0.136995,0.509548,0.351229,-0.435286,-0.371933,0.172825,0.584307,0.147161,,Slot_03(mV),269.120290,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420,269.120420
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,261.260853,261.263022,261.256080,261.258063,261.259799,261.309817,0.028155,A,4,,Slot_04(mA),7.948580,8.411264,0.823336,-3.635149,-2.099438,1.521826,1.673326,0.356560,-0.074883,0.146790,0.161915,-0.010786,0.191545,0.557775,0.456486,-0.070915,-1.121006,0.340319,0.542650,-0.324078,0.175676,0.330648,0.282297,0.499754,-0.167742,-0.572281,0.093975,0.469007,0.070295,-0.364494,-0.136003,0.466404,0.236673,-0.533600,-0.099430,0.398340,0.385323,-0.120506,-0.104513,0.466404,-0.059757,-0.212374,-0.377264,0.226383,0.393009,-0.015745,-0.643692,-0.180264,0.455742,0.441484,-0.123854,-0.348129,0.322094,0.360527,0.017729,0.084305,-0.257378,0.062857,0.055170,-0.146418,0.181875,-0.373793,-0.259609,0.154104,0.435781,0.279818,-0.348997,-0.381231,0.319614,0.561123,0.161791,,Slot_04(mV),261.309700,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309760,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820,261.309820
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,261.999140,262.000937,261.993623,261.995668,261.997714,262.047736,0.016439,A,5,,Slot_05(mA),7.759266,8.103800,1.134024,-3.735571,-2.021456,1.538687,1.606627,0.370941,-0.261841,0.230970,0.179396,-0.015745,0.215349,0.530624,0.544014,-0.074883,-1.096458,0.367842,0.529509,0.004215,-0.088024,0.139103,0.355320,0.581455,-0.068188,-0.580463,0.026283,0.488224,0.025291,-0.312424,-0.111580,0.389662,0.269032,-0.491571,-0.115919,0.327921,0.396729,-0.198488,-0.124350,0.395737,0.096703,-0.248079,-0.377140,0.087156,0.397472,0.139847,-0.490580,-0.484381,0.431442,0.640965,-0.152121,-0.480785,0.207663,0.438013,-0.030251,-0.165138,0.036077,0.075750,-0.013142,-0.138111,0.359659,-0.526533,-0.232830,0.118647,0.509548,0.309696,-0.416441,-0.456114,0.248699,0.610714,0.093479,,Slot_05(mV),262.047620,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047620,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047680,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047800,262.047740,262.047740,262.047680,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047740,262.047680,262.047740,262.047740,262.047740,262.047800,262.047740,262.047740,262.047740,262.047740,262.047740,262.047680,262.047740,262.047740,262.047740,262.047740,262.047740,262.047800
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,263.033981,263.034725,263.029332,263.030572,263.032680,263.082700,-0.001587,A,6,,Slot_06(mA),7.802162,7.876921,1.099682,-3.730240,-2.011538,1.363878,1.532240,0.308828,-0.111952,0.022564,0.159187,-0.113440,0.106993,0.577364,0.347633,-0.224771,-1.044636,0.422392,0.483389,0.019588,-0.234070,0.140963,0.430574,0.396976,-0.307465,-0.584679,0.060625,0.362387,-0.011778,-0.381107,-0.105505,0.405903,0.249319,-0.470867,-0.255394,0.343294,0.322838,-0.172577,0.039549,0.086908,0.042028,-0.156956,-0.517111,0.184603,0.488224,-0.105629,-0.589638,-0.305481,0.444832,0.458345,-0.133648,-0.332508,0.084801,0.431070,-0.091619,-0.611706,0.435286,0.042276,-0.132160,-0.010538,-0.054178,-0.177660,-0.169353,0.057774,0.490084,0.222044,-0.401564,-0.462313,0.223656,0.644560,-0.003099,,Slot_06(mV),263.082580,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082640,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082770,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082700,263.082770,263.082700,263.082700,263.082700,263.082700,263.082700,263.082640,263.082700,263.082700,263.082700,263.082700,263.082700,263.082770
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,260.605011,260.605631,260.600052,260.602345,260.604081,260.654107,0.008968,A,7,,Slot_07(mA),8.102188,7.961102,1.102285,-3.578119,-2.083941,1.563234,1.649275,0.288992,-0.149517,0.160055,0.124350,-0.094719,0.122242,0.609226,0.466156,-0.596085,-0.719566,0.372925,0.529509,-0.068312,0.061493,0.150385,0.321846,0.412226,-0.138483,-0.680389,0.106869,0.470991,-0.024672,-0.419540,-0.060997,0.425491,0.236301,-0.240889,-0.407515,0.298538,0.481777,-0.170345,0.152740,-0.000620,0.103893,-0.290852,-0.387926,0.133772,0.463305,-0.103893,-0.517359,-0.237293,0.450783,0.615673,-0.156212,-0.418053,0.168362,0.450535,-0.180140,-0.518847,0.324450,0.038433,-0.037317,-0.155344,-0.063725,-0.065336,-0.235186,0.122118,0.518599,0.285769,-0.311432,-0.459585,0.162287,0.599308,0.074139,,Slot_07(mV),260.653980,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654040,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654170,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654040,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654110,260.654040,260.654110,260.654110,260.654110,260.654170,260.654110,260.654110,260.654110,260.654110,260.654110,260.654040,260.654110,260.654110,260.654110,260.654110,260.654110,260.654170
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,266.964197,266.965437,266.959734,266.961718,266.963453,267.013476,0.032949,A,8,,Slot_08(mA),7.872458,8.254061,1.246471,-3.701849,-2.208662,1.575260,1.741266,0.334492,-0.084925,0.138111,0.187702,0.049219,0.141459,0.627451,0.467024,-0.311804,-0.903921,0.569553,0.470619,-0.029507,-0.004587,0.233574,0.363131,0.399704,-0.152988,-0.569925,0.022564,0.582323,-0.030746,-0.452394,-0.007191,0.498762,0.293331,-0.310564,-0.457230,0.497770,0.362015,-0.111456,0.049095,0.153856,0.103769,-0.218945,-0.345526,0.211754,0.433178,0.004463,-0.564346,-0.298662,0.512152,0.624971,-0.153608,-0.362883,0.292215,0.346642,-0.038433,-0.502977,0.354700,-0.009670,0.067816,-0.139103,-0.064344,-0.011530,-0.227127,0.123606,0.579472,0.265932,-0.378008,-0.421028,0.189810,0.652990,0.064964,,Slot_08(mV),267.013350,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013420,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013420,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013540,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480,267.013420,267.013480,267.013480,267.013480,267.013540,267.013480,267.013480,267.013480,267.013480,267.013480,267.013420,267.013480,267.013480,267.013480,267.013480,267.013480,267.013480
Auto,LHAD001772,50,3.11.2.2.1,New,5,7,0.000000,Inf,-0.917,0.722,17.5,18.1,17.8,19.1,19.1,19.1,1.3,4.268,15.00,264.514151,264.515390,264.509501,264.512105,264.513655,264.563677,0.076978,A,9,,Slot_09(mA),7.793236,8.259268,1.112080,-3.749456,-2.020340,1.505709,1.710272,0.415201,-0.061741,0.088644,0.157700,0.121374,0.145922,0.569305,0.521202,-0.453138,-0.816765,0.494671,0.495911,-0.095463,0.163031,0.249691,0.344286,0.543394,-0.152369,-0.520334,0.134020,0.409746,0.173941,-0.463552,-0.036821,0.577612,0.245972,-0.246840,-0.346889,0.590506,0.361395,-0.143318,0.149145,0.210018,0.054054,-0.174561,-0.379868,0.222168,0.604019,-0.004463,-0.441980,-0.312548,0.517359,0.642700,-0.128813,-0.310812,0.286760,0.491819,0.012150,-0.320482,0.227499,0.072651,0.052691,-0.098066,0.042524,-0.032234,-0.118399,0.122118,0.521574,0.411482,-0.195761,-0.560503,0.239277,0.711260,0.209770,,Slot_09(mV),264.563560,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563620,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680,264.563680
